;model_name;config;dropout;train_loss;train_rmse;train_mae;train_mape;valid_loss;valid_rmse;valid_mae;valid_mape;test_rmse;test_mae;test_mape;epochs;batch_train;input_shape;total_time;time_step;splits
10;forecasting_model_grouped__11_l-20_l-10_l-10_d-0.2;{'name': 'forecasting_model_grouped__11_l-20_l-10_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.2;0.06259537454355847;0;0.1901145103302869;0;0.02414414534966151;0;0.12362301101287206;0;0;0;0;13/30;15;(211, [96], 96);17.710716724395752;0;2017-08-01 00:00:00
11;forecasting_model_grouped__12_l-20_l-10_l-10_d-0.2;{'name': 'forecasting_model_grouped__12_l-20_l-10_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.2;0.061642108019441366;0;0.18895895220339298;0;0.026982950046658516;0;0.13905365765094757;0;0;0;0;15/30;20;(211, [96], 96);15.41061282157898;0;2017-08-01 00:00:00
12;forecasting_model_grouped__13_l-20_l-10_l-20;{'name': 'forecasting_model_grouped__13_l-20_l-10_l-20', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0;0.02480799493530546;0;0.09305722222608678;0;0.020633061416447163;0;0.1060399143025279;0;0;0;0;5/30;5;(211, [96], 96);19.9065260887146;0;2017-08-01 00:00:00
13;forecasting_model_grouped__14_l-20_l-10_l-20;{'name': 'forecasting_model_grouped__14_l-20_l-10_l-20', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0;0.024922844077296117;0;0.09540037679321625;0;0.02067553997039795;0;0.10233533754944801;0;0;0;0;7/30;10;(211, [96], 96);14.865042924880981;0;2017-08-01 00:00:00
14;forecasting_model_grouped__15_l-20_l-10_l-20;{'name': 'forecasting_model_grouped__15_l-20_l-10_l-20', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0;0.030873081646859646;0;0.11264297975735231;0;0.019894730610152084;0;0.09808384875456493;0;0;0;0;8/30;15;(211, [96], 96);12.80898404121399;0;2017-08-01 00:00:00
15;forecasting_model_grouped__16_l-20_l-10_l-20;{'name': 'forecasting_model_grouped__16_l-20_l-10_l-20', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0;0.29989786446094513;0;0.4899434670805931;0;0.15238375589251518;0;0.32234934717416763;0;0;0;0;5/30;20;(211, [96], 96);8.447755813598633;0;2017-08-01 00:00:00
16;forecasting_model_grouped__17_l-20_l-10_l-20_d-0.1;{'name': 'forecasting_model_grouped__17_l-20_l-10_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0.1;0.03813956306754228;0;0.13723187827888658;0;0.021264520939439535;0;0.10482087824493647;0;0;0;0;5/30;5;(211, [96], 96);20.299482107162476;0;2017-08-01 00:00:00
17;forecasting_model_grouped__18_l-20_l-10_l-20_d-0.1;{'name': 'forecasting_model_grouped__18_l-20_l-10_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0.1;0.04115878396174487;0;0.14490869159207626;0;0.022152557969093323;0;0.11130288988351822;0;0;0;0;7/30;10;(211, [96], 96);15.249837160110474;0;2017-08-01 00:00:00
18;forecasting_model_grouped__19_l-20_l-10_l-20_d-0.1;{'name': 'forecasting_model_grouped__19_l-20_l-10_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.1;0.04217320934615352;0;0.15002729269591245;0;0.028623719389239948;0;0.13330714652935663;0;0;0;0;9/30;15;(211, [96], 96);13.213873863220215;0;2017-08-01 00:00:00
19;forecasting_model_grouped__20_l-20_l-10_l-20_d-0.1;{'name': 'forecasting_model_grouped__20_l-20_l-10_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.1;0.0775967394001782;0;0.20416278392076492;0;0.03849313221871853;0;0.14686740934848785;0;0;0;0;8/30;20;(211, [96], 96);11.303272247314453;0;2017-08-01 00:00:00
20;forecasting_model_grouped__21_l-20_l-10_l-20_d-0.2;{'name': 'forecasting_model_grouped__21_l-20_l-10_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0.2;0.0557795361177448;0;0.17813184835454998;0;0.02019439043942839;0;0.10420051589608192;0;0;0;0;5/30;5;(211, [96], 96);20.192201137542725;0;2017-08-01 00:00:00
21;forecasting_model_grouped__22_l-20_l-10_l-20_d-0.2;{'name': 'forecasting_model_grouped__22_l-20_l-10_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0.2;0.05745094718740267;0;0.1826203426017481;0;0.023092706222087145;0;0.11190414056181908;0;0;0;0;7/30;10;(211, [96], 96);15.004834175109863;0;2017-08-01 00:00:00
22;forecasting_model_grouped__23_l-20_l-10_l-20_d-0.2;{'name': 'forecasting_model_grouped__23_l-20_l-10_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.2;0.054733145643364296;0;0.17684402655471454;0;0.027892603849371273;0;0.13668284068504968;0;0;0;0;10/30;15;(211, [96], 96);14.42111086845398;0;2017-08-01 00:00:00
23;forecasting_model_grouped__24_l-20_l-10_l-20_d-0.2;{'name': 'forecasting_model_grouped__24_l-20_l-10_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.2;0.08515669591724873;0;0.22474621050059795;0;0.03001063782721758;0;0.135088212788105;0;0;0;0;8/30;20;(211, [96], 96);11.169381856918335;0;2017-08-01 00:00:00
24;forecasting_model_grouped__25_l-20_l-10_l-50;{'name': 'forecasting_model_grouped__25_l-20_l-10_l-50', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0;0.023822052609723282;0;0.09278306660845;0;0.0191206990275532;0;0.10016701743006706;0;0;0;0;4/30;5;(211, [96], 96);16.466622829437256;0;2017-08-01 00:00:00
25;forecasting_model_grouped__26_l-20_l-10_l-50;{'name': 'forecasting_model_grouped__26_l-20_l-10_l-50', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0;0.026575941784197792;0;0.10145320546101122;0;0.019327143323607743;0;0.09102370031177998;0;0;0;0;4/30;10;(211, [96], 96);13.09934115409851;0;2017-08-01 00:00:00
26;forecasting_model_grouped__27_l-20_l-10_l-50;{'name': 'forecasting_model_grouped__27_l-20_l-10_l-50', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0;0.028052433055232872;0;0.10435185039585287;0;0.019018847960978746;0;0.08900344868501027;0;0;0;0;5/30;15;(211, [96], 96);10.569886922836304;0;2017-08-01 00:00:00
27;forecasting_model_grouped__28_l-20_l-10_l-50;{'name': 'forecasting_model_grouped__28_l-20_l-10_l-50', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0;0.0254739155061543;0;0.09577521961182356;0;0.05635597091168165;0;0.19100940600037575;0;0;0;0;9/30;20;(211, [96], 96);10.89885425567627;0;2017-08-01 00:00:00
28;forecasting_model_grouped__29_l-20_l-10_l-50_d-0.1;{'name': 'forecasting_model_grouped__29_l-20_l-10_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0.1;0.034545009106616766;0;0.13129554513622732;0;0.019601120322477072;0;0.0973692312836647;0;0;0;0;5/30;5;(211, [96], 96);20.173831939697266;0;2017-08-01 00:00:00
29;forecasting_model_grouped__30_l-20_l-10_l-50_d-0.1;{'name': 'forecasting_model_grouped__30_l-20_l-10_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0.1;0.03680155459134018;0;0.13649275548317852;0;0.02247289929073304;0;0.11581658758223057;0;0;0;0;6/30;10;(211, [96], 96);13.395927906036377;0;2017-08-01 00:00:00
30;forecasting_model_grouped__31_l-20_l-10_l-50_d-0.1;{'name': 'forecasting_model_grouped__31_l-20_l-10_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.1;0.046876950189471245;0;0.1599569781260057;0;0.022309974146385986;0;0.1071448673804601;0;0;0;0;5/30;15;(211, [96], 96);10.965390920639038;0;2017-08-01 00:00:00
31;forecasting_model_grouped__32_l-20_l-10_l-50_d-0.1;{'name': 'forecasting_model_grouped__32_l-20_l-10_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.1;0.044530217070132494;0;0.15193673968315125;0;0.021672306582331657;0;0.11921610310673714;0;0;0;0;7/30;20;(211, [96], 96);9.586414813995361;0;2017-08-01 00:00:00
32;forecasting_model_grouped__33_l-20_l-10_l-50_d-0.2;{'name': 'forecasting_model_grouped__33_l-20_l-10_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0.2;0.04765795888927053;0;0.16201845008660765;0;0.02114470658125356;0;0.11002784967422485;0;0;0;0;4/30;5;(211, [96], 96);16.655280113220215;0;2017-08-01 00:00:00
33;forecasting_model_grouped__34_l-20_l-10_l-50_d-0.2;{'name': 'forecasting_model_grouped__34_l-20_l-10_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0.2;0.051249192205860335;0;0.172278452445479;0;0.021128562279045582;0;0.11174659989774227;0;0;0;0;5/30;10;(211, [96], 96);11.572975158691406;0;2017-08-01 00:00:00
34;forecasting_model_grouped__35_l-20_l-10_l-50_d-0.2;{'name': 'forecasting_model_grouped__35_l-20_l-10_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.2;0.0625533823939887;0;0.1896094192158092;0;0.02380809063712756;0;0.12208086500565211;0;0;0;0;5/30;15;(211, [96], 96);9.795464038848877;0;2017-08-01 00:00:00
35;forecasting_model_grouped__36_l-20_l-10_l-50_d-0.2;{'name': 'forecasting_model_grouped__36_l-20_l-10_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.2;0.0673973741941154;0;0.19929585419595242;0;0.017852491699159145;0;0.09893885999917984;0;0;0;0;6/30;20;(211, [96], 96);9.715104103088379;0;2017-08-01 00:00:00
36;forecasting_model_grouped__37_l-20_l-20_l-10;{'name': 'forecasting_model_grouped__37_l-20_l-20_l-10', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0;0.024143188407726807;0;0.09363355104099302;0;0.02011975838104263;0;0.10090991016477346;0;0;0;0;6/30;5;(211, [96], 96);23.321698665618896;0;2017-08-01 00:00:00
37;forecasting_model_grouped__38_l-20_l-20_l-10;{'name': 'forecasting_model_grouped__38_l-20_l-20_l-10', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0;0.024262597784399986;0;0.09469202883979853;0;0.018598120659589767;0;0.09088558424264193;0;0;0;0;10/30;10;(211, [96], 96);19.908900022506714;0;2017-08-01 00:00:00
38;forecasting_model_grouped__39_l-20_l-20_l-10;{'name': 'forecasting_model_grouped__39_l-20_l-20_l-10', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0;0.024389982138845055;0;0.09846214882352135;0;0.020074482075870037;0;0.10619403173526128;0;0;0;0;13/30;15;(211, [96], 96);17.504701852798462;0;2017-08-01 00:00:00
39;forecasting_model_grouped__40_l-20_l-20_l-10;{'name': 'forecasting_model_grouped__40_l-20_l-20_l-10', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0;0.028662880533374846;0;0.10675590671598911;0;0.02717247325927019;0;0.13656286522746086;0;0;0;0;15/30;20;(211, [96], 96);15.111538887023926;0;2017-08-01 00:00:00
40;forecasting_model_grouped__41_l-20_l-20_l-10_d-0.1;{'name': 'forecasting_model_grouped__41_l-20_l-20_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0.1;0.043627974440288896;0;0.14541704032350988;0;0.01881788653554395;0;0.09642572002485394;0;0;0;0;6/30;5;(211, [96], 96);23.523006916046143;0;2017-08-01 00:00:00
41;forecasting_model_grouped__42_l-20_l-20_l-10_d-0.1;{'name': 'forecasting_model_grouped__42_l-20_l-20_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0.1;0.040306814234046376;0;0.14257321287603938;0;0.021882073488086462;0;0.10709519498050213;0;0;0;0;10/30;10;(211, [96], 96);20.126800775527954;0;2017-08-01 00:00:00
